Date,District,Daily_Cases
2021-02-26,Discharged from the hospital - last 24H,664
2021-02-27,Discharged from the hospital - last 24H,748
2021-02-28,Discharged from the hospital - last 24H,574
2021-03-01,Discharged from the hospital - last 24H,475
2021-03-02,Discharged from the hospital - last 24H,598
2021-03-03,Discharged from the hospital - last 24H,417
2021-03-04,Discharged from the hospital - last 24H,399
2021-03-05,Discharged from the hospital - last 24H,485
2021-03-06,Discharged from the hospital - last 24H,448
2021-03-07,Discharged from the hospital - last 24H,290
2021-03-08,Discharged from the hospital - last 24H,454
2021-03-09,Discharged from the hospital - last 24H,240
2021-03-10,Discharged from the hospital - last 24H,457
2021-03-11,Discharged from the hospital - last 24H,351
2021-03-12,Discharged from the hospital - last 24H,397
2021-03-13,Discharged from the hospital - last 24H,295
2021-03-14,Discharged from the hospital - last 24H,395
2021-03-15,Discharged from the hospital - last 24H,321
2021-03-16,Discharged from the hospital - last 24H,402
2021-03-17,Discharged from the hospital - last 24H,354
2021-03-18,Discharged from the hospital - last 24H,219
2021-03-19,Discharged from the hospital - last 24H,283
2021-03-20,Discharged from the hospital - last 24H,239
2021-03-21,Discharged from the hospital - last 24H,293
2021-03-22,Discharged from the hospital - last 24H,299
2021-03-23,Discharged from the hospital - last 24H,248
2021-03-24,Discharged from the hospital - last 24H,324
2021-03-25,Discharged from the hospital - last 24H,251
2021-03-26,Discharged from the hospital - last 24H,264
2021-03-27,Discharged from the hospital - last 24H,243
2021-03-28,Discharged from the hospital - last 24H,235
2021-03-29,Discharged from the hospital - last 24H,291
2021-03-30,Discharged from the hospital - last 24H,176
2021-03-31,Discharged from the hospital - last 24H,161
2021-04-01,Discharged from the hospital - last 24H,156
2021-04-02,Discharged from the hospital - last 24H,294
2021-04-03,Discharged from the hospital - last 24H,320
2021-04-04,Discharged from the hospital - last 24H,187
2021-04-05,Discharged from the hospital - last 24H,355
2021-04-06,Discharged from the hospital - last 24H,145
2021-04-07,Discharged from the hospital - last 24H,209
2021-04-08,Discharged from the hospital - last 24H,127
2021-04-09,Discharged from the hospital - last 24H,228
2021-04-10,Discharged from the hospital - last 24H,184
2021-04-11,Discharged from the hospital - last 24H,175
2021-04-12,Discharged from the hospital - last 24H,144
2021-04-13,Discharged from the hospital - last 24H,151
2021-04-14,Discharged from the hospital - last 24H,225
2021-04-15,Discharged from the hospital - last 24H,157
2021-04-16,Discharged from the hospital - last 24H,303
2021-04-17,Discharged from the hospital - last 24H,221
2021-04-18,Discharged from the hospital - last 24H,281
2021-04-19,Discharged from the hospital - last 24H,261
2021-04-20,Discharged from the hospital - last 24H,173
2021-04-21,Discharged from the hospital - last 24H,121
2021-04-22,Discharged from the hospital - last 24H,216
2021-04-23,Discharged from the hospital - last 24H,151
2021-04-24,Discharged from the hospital - last 24H,120
2021-04-25,Discharged from the hospital - last 24H,156
2021-04-26,Discharged from the hospital - last 24H,266
2021-04-27,Discharged from the hospital - last 24H,279
2021-04-28,Discharged from the hospital - last 24H,227
2021-04-29,Discharged from the hospital - last 24H,362
2021-04-30,Discharged from the hospital - last 24H,530
2021-05-01,Discharged from the hospital - last 24H,503
2021-05-02,Discharged from the hospital - last 24H,764
2021-05-03,Discharged from the hospital - last 24H,967
2021-05-04,Discharged from the hospital - last 24H,944
2021-05-05,Discharged from the hospital - last 24H,922
2021-05-06,Discharged from the hospital - last 24H,810
2021-05-07,Discharged from the hospital - last 24H,878
2021-05-08,Discharged from the hospital - last 24H,1335
2021-05-09,Discharged from the hospital - last 24H,1365
2021-05-10,Discharged from the hospital - last 24H,1148
2021-05-11,Discharged from the hospital - last 24H,1030
2021-05-12,Discharged from the hospital - last 24H,1016
2021-05-13,Discharged from the hospital - last 24H,1145
2021-05-14,Discharged from the hospital - last 24H,1306
2021-05-15,Discharged from the hospital - last 24H,1352
2021-05-16,Discharged from the hospital - last 24H,1102
2021-05-17,Discharged from the hospital - last 24H,1307
2021-05-18,Discharged from the hospital - last 24H,1516
2020-04-01,Number of deaths - last 24H,0
2020-04-02,Number of deaths - last 24H,1
2020-04-03,Number of deaths - last 24H,1
2020-04-04,Number of deaths - last 24H,1
2020-04-05,Number of deaths - last 24H,0
2020-04-06,Number of deaths - last 24H,0
2020-04-07,Number of deaths - last 24H,1
2020-04-08,Number of deaths - last 24H,0
2020-04-09,Number of deaths - last 24H,1
2020-04-10,Number of deaths - last 24H,0
2020-04-11,Number of deaths - last 24H,0
2020-04-12,Number of deaths - last 24H,0
2020-04-13,Number of deaths - last 24H,0
2020-04-14,Number of deaths - last 24H,0
2020-04-15,Number of deaths - last 24H,0
2020-04-16,Number of deaths - last 24H,0
2020-04-17,Number of deaths - last 24H,0
2020-04-18,Number of deaths - last 24H,0
2020-04-19,Number of deaths - last 24H,0
2020-04-20,Number of deaths - last 24H,0
2020-04-21,Number of deaths - last 24H,0
2020-04-22,Number of deaths - last 24H,0
2020-04-23,Number of deaths - last 24H,0
2020-04-24,Number of deaths - last 24H,0
2020-04-25,Number of deaths - last 24H,0
2020-04-26,Number of deaths - last 24H,0
2020-04-27,Number of deaths - last 24H,0
2020-04-28,Number of deaths - last 24H,0
2020-04-29,Number of deaths - last 24H,0
2020-04-30,Number of deaths - last 24H,0
2020-05-01,Number of deaths - last 24H,0
2020-05-02,Number of deaths - last 24H,0
2020-05-03,Number of deaths - last 24H,0
2020-05-04,Number of deaths - last 24H,1
2020-05-05,Number of deaths - last 24H,0
2020-05-06,Number of deaths - last 24H,1
2020-05-07,Number of deaths - last 24H,0
2020-05-08,Number of deaths - last 24H,0
2020-05-09,Number of deaths - last 24H,0
2020-05-10,Number of deaths - last 24H,0
2020-05-11,Number of deaths - last 24H,0
2020-05-12,Number of deaths - last 24H,0
2020-05-13,Number of deaths - last 24H,0
2020-05-14,Number of deaths - last 24H,0
2020-05-15,Number of deaths - last 24H,0
2020-05-16,Number of deaths - last 24H,0
2020-05-17,Number of deaths - last 24H,0
2020-05-18,Number of deaths - last 24H,0
2020-05-19,Number of deaths - last 24H,0
2020-05-20,Number of deaths - last 24H,0
2020-05-21,Number of deaths - last 24H,0
2020-05-22,Number of deaths - last 24H,0
2020-05-23,Number of deaths - last 24H,0
2020-05-24,Number of deaths - last 24H,0
2020-05-25,Number of deaths - last 24H,0
2020-05-26,Number of deaths - last 24H,1
2020-05-27,Number of deaths - last 24H,0
2020-05-28,Number of deaths - last 24H,0
2020-05-29,Number of deaths - last 24H,0
2020-05-30,Number of deaths - last 24H,0
2020-05-31,Number of deaths - last 24H,0
2020-06-01,Number of deaths - last 24H,1
2020-06-02,Number of deaths - last 24H,0
2020-06-03,Number of deaths - last 24H,0
2020-06-04,Number of deaths - last 24H,0
2020-06-05,Number of deaths - last 24H,0
2020-06-06,Number of deaths - last 24H,0
2020-06-07,Number of deaths - last 24H,0
2020-06-08,Number of deaths - last 24H,0
2020-06-09,Number of deaths - last 24H,0
2020-06-10,Number of deaths - last 24H,0
2020-06-11,Number of deaths - last 24H,0
2020-06-12,Number of deaths - last 24H,0
2020-06-13,Number of deaths - last 24H,0
2020-06-14,Number of deaths - last 24H,0
2020-06-15,Number of deaths - last 24H,0
2020-06-16,Number of deaths - last 24H,0
2020-06-18,Number of deaths - last 24H,0
2020-06-19,Number of deaths - last 24H,0
2020-06-20,Number of deaths - last 24H,0
2020-06-21,Number of deaths - last 24H,0
2020-06-22,Number of deaths - last 24H,0
2020-06-23,Number of deaths - last 24H,0
2020-06-24,Number of deaths - last 24H,0
2020-06-25,Number of deaths - last 24H,0
2020-06-26,Number of deaths - last 24H,0
2020-06-27,Number of deaths - last 24H,0
2020-06-28,Number of deaths - last 24H,0
2020-06-29,Number of deaths - last 24H,0
2020-06-30,Number of deaths - last 24H,0
2020-07-01,Number of deaths - last 24H,0
2020-07-02,Number of deaths - last 24H,0
2020-07-03,Number of deaths - last 24H,0
2020-07-04,Number of deaths - last 24H,0
2020-07-05,Number of deaths - last 24H,0
2020-07-06,Number of deaths - last 24H,0
2020-07-07,Number of deaths - last 24H,0
2020-07-08,Number of deaths - last 24H,0
2020-07-09,Number of deaths - last 24H,0
2020-07-10,Number of deaths - last 24H,0
2020-07-11,Number of deaths - last 24H,0
2020-07-12,Number of deaths - last 24H,0
2020-07-13,Number of deaths - last 24H,0
2020-07-14,Number of deaths - last 24H,0
2020-07-15,Number of deaths - last 24H,0
2020-07-16,Number of deaths - last 24H,0
2020-07-17,Number of deaths - last 24H,0
2020-07-18,Number of deaths - last 24H,0
2020-07-19,Number of deaths - last 24H,0
2020-07-20,Number of deaths - last 24H,0
2020-07-21,Number of deaths - last 24H,0
2020-07-22,Number of deaths - last 24H,0
2020-07-23,Number of deaths - last 24H,0
2020-07-24,Number of deaths - last 24H,0
2020-07-25,Number of deaths - last 24H,0
2020-07-26,Number of deaths - last 24H,0
2020-07-27,Number of deaths - last 24H,0
2020-07-28,Number of deaths - last 24H,0
2020-07-29,Number of deaths - last 24H,0
2020-07-30,Number of deaths - last 24H,0
2020-07-31,Number of deaths - last 24H,0
2020-08-01,Number of deaths - last 24H,0
2020-08-02,Number of deaths - last 24H,0
2020-08-03,Number of deaths - last 24H,0
2020-08-04,Number of deaths - last 24H,0
2020-08-05,Number of deaths - last 24H,0
2020-08-06,Number of deaths - last 24H,0
2020-08-07,Number of deaths - last 24H,0
2020-08-08,Number of deaths - last 24H,0
2020-08-09,Number of deaths - last 24H,0
2020-08-10,Number of deaths - last 24H,0
2020-08-11,Number of deaths - last 24H,0
2020-08-12,Number of deaths - last 24H,0
2020-08-13,Number of deaths - last 24H,0
2020-08-14,Number of deaths - last 24H,0
2020-08-15,Number of deaths - last 24H,0
2020-08-16,Number of deaths - last 24H,0
2020-08-17,Number of deaths - last 24H,0
2020-08-18,Number of deaths - last 24H,0
2020-08-19,Number of deaths - last 24H,0
2020-08-20,Number of deaths - last 24H,0
2020-08-21,Number of deaths - last 24H,0
2020-08-22,Number of deaths - last 24H,0
2020-08-23,Number of deaths - last 24H,1
2020-08-24,Number of deaths - last 24H,0
2020-08-25,Number of deaths - last 24H,0
2020-08-26,Number of deaths - last 24H,0
2020-08-27,Number of deaths - last 24H,0
2020-08-28,Number of deaths - last 24H,0
2020-08-29,Number of deaths - last 24H,0
2020-08-30,Number of deaths - last 24H,0
2020-08-31,Number of deaths - last 24H,0
2020-09-01,Number of deaths - last 24H,0
2020-09-02,Number of deaths - last 24H,0
2020-09-03,Number of deaths - last 24H,0
2020-09-04,Number of deaths - last 24H,0
2020-09-05,Number of deaths - last 24H,0
2020-09-06,Number of deaths - last 24H,0
2020-09-07,Number of deaths - last 24H,0
2020-09-08,Number of deaths - last 24H,0
2020-09-09,Number of deaths - last 24H,0
2020-09-10,Number of deaths - last 24H,0
2020-09-11,Number of deaths - last 24H,0
2020-09-12,Number of deaths - last 24H,0
2020-09-13,Number of deaths - last 24H,0
2020-09-14,Number of deaths - last 24H,0
2020-09-15,Number of deaths - last 24H,1
2020-09-16,Number of deaths - last 24H,0
2020-09-17,Number of deaths - last 24H,0
2020-09-18,Number of deaths - last 24H,0
2020-09-19,Number of deaths - last 24H,0
2020-09-20,Number of deaths - last 24H,0
2020-09-21,Number of deaths - last 24H,0
2020-09-22,Number of deaths - last 24H,0
2020-09-23,Number of deaths - last 24H,0
2020-09-24,Number of deaths - last 24H,0
2020-09-25,Number of deaths - last 24H,0
2020-09-26,Number of deaths - last 24H,0
2020-09-27,Number of deaths - last 24H,0
2020-09-28,Number of deaths - last 24H,0
2020-09-29,Number of deaths - last 24H,0
2020-09-30,Number of deaths - last 24H,0
2020-10-01,Number of deaths - last 24H,0
2020-10-02,Number of deaths - last 24H,0
2020-10-03,Number of deaths - last 24H,0
2020-10-04,Number of deaths - last 24H,0
2020-10-05,Number of deaths - last 24H,0
2020-10-06,Number of deaths - last 24H,0
2020-10-07,Number of deaths - last 24H,0
2020-10-08,Number of deaths - last 24H,0
2020-10-09,Number of deaths - last 24H,0
2020-10-10,Number of deaths - last 24H,0
2020-10-11,Number of deaths - last 24H,0
2020-10-12,Number of deaths - last 24H,0
2020-10-13,Number of deaths - last 24H,0
2020-10-14,Number of deaths - last 24H,0
2020-10-15,Number of deaths - last 24H,0
2020-10-16,Number of deaths - last 24H,0
2020-10-17,Number of deaths - last 24H,0
2020-10-18,Number of deaths - last 24H,0
2020-10-19,Number of deaths - last 24H,0
2020-10-20,Number of deaths - last 24H,0
2020-10-21,Number of deaths - last 24H,0
2020-10-22,Number of deaths - last 24H,0
2020-10-23,Number of deaths - last 24H,1
2020-10-24,Number of deaths - last 24H,1
2020-10-25,Number of deaths - last 24H,0
2020-10-26,Number of deaths - last 24H,1
2020-10-27,Number of deaths - last 24H,0
2020-10-28,Number of deaths - last 24H,3
2020-10-29,Number of deaths - last 24H,0
2020-10-30,Number of deaths - last 24H,0
2020-10-31,Number of deaths - last 24H,1
2020-11-01,Number of deaths - last 24H,0
2020-11-02,Number of deaths - last 24H,1
2020-11-03,Number of deaths - last 24H,0
2020-11-04,Number of deaths - last 24H,2
2020-11-05,Number of deaths - last 24H,1
2020-11-06,Number of deaths - last 24H,5
2020-11-07,Number of deaths - last 24H,1
2020-11-08,Number of deaths - last 24H,4
2020-11-09,Number of deaths - last 24H,1
2020-11-10,Number of deaths - last 24H,1
2020-11-11,Number of deaths - last 24H,5
2020-11-12,Number of deaths - last 24H,5
2020-11-13,Number of deaths - last 24H,2
2020-11-14,Number of deaths - last 24H,5
2020-11-15,Number of deaths - last 24H,0
2020-11-16,Number of deaths - last 24H,5
2020-11-17,Number of deaths - last 24H,3
2020-11-18,Number of deaths - last 24H,5
2020-11-19,Number of deaths - last 24H,3
2020-11-20,Number of deaths - last 24H,4
2020-11-21,Number of deaths - last 24H,1
2020-11-22,Number of deaths - last 24H,9
2020-11-23,Number of deaths - last 24H,4
2020-11-24,Number of deaths - last 24H,3
2020-11-25,Number of deaths - last 24H,4
2020-11-26,Number of deaths - last 24H,2
2020-11-27,Number of deaths - last 24H,3
2020-11-28,Number of deaths - last 24H,8
2020-11-29,Number of deaths - last 24H,2
2020-11-30,Number of deaths - last 24H,7
2020-12-01,Number of deaths - last 24H,2
2020-12-02,Number of deaths - last 24H,4
2020-12-03,Number of deaths - last 24H,2
2020-12-04,Number of deaths - last 24H,5
2020-12-05,Number of deaths - last 24H,1
2020-12-06,Number of deaths - last 24H,7
2020-12-07,Number of deaths - last 24H,3
2020-12-08,Number of deaths - last 24H,2
2020-12-09,Number of deaths - last 24H,0
2020-12-10,Number of deaths - last 24H,2
2020-12-11,Number of deaths - last 24H,2
2020-12-12,Number of deaths - last 24H,1
2020-12-13,Number of deaths - last 24H,2
2020-12-14,Number of deaths - last 24H,3
2020-12-15,Number of deaths - last 24H,2
2020-12-16,Number of deaths - last 24H,3
2020-12-17,Number of deaths - last 24H,3
2020-12-18,Number of deaths - last 24H,0
2020-12-19,Number of deaths - last 24H,5
2020-12-20,Number of deaths - last 24H,6
2020-12-21,Number of deaths - last 24H,5
2020-12-22,Number of deaths - last 24H,5
2020-12-23,Number of deaths - last 24H,2
2020-12-24,Number of deaths - last 24H,1
2020-12-25,Number of deaths - last 24H,1
2020-12-26,Number of deaths - last 24H,1
2020-12-27,Number of deaths - last 24H,1
2020-12-28,Number of deaths - last 24H,4
2020-12-29,Number of deaths - last 24H,3
2020-12-30,Number of deaths - last 24H,1
2020-12-31,Number of deaths - last 24H,4
2021-01-01,Number of deaths - last 24H,5
2021-01-02,Number of deaths - last 24H,4
2021-01-03,Number of deaths - last 24H,3
2021-01-04,Number of deaths - last 24H,2
2021-01-05,Number of deaths - last 24H,2
2021-01-06,Number of deaths - last 24H,2
2021-01-07,Number of deaths - last 24H,2
2021-01-08,Number of deaths - last 24H,3
2021-01-09,Number of deaths - last 24H,3
2021-01-10,Number of deaths - last 24H,4
2021-01-11,Number of deaths - last 24H,3
2021-01-12,Number of deaths - last 24H,8
2021-01-13,Number of deaths - last 24H,4
2021-01-14,Number of deaths - last 24H,3
2021-01-15,Number of deaths - last 24H,4
2021-01-16,Number of deaths - last 24H,4
2021-01-17,Number of deaths - last 24H,1
2021-01-18,Number of deaths - last 24H,8
2021-01-19,Number of deaths - last 24H,6
2021-01-20,Number of deaths - last 24H,3
2021-01-21,Number of deaths - last 24H,1
2021-01-22,Number of deaths - last 24H,2
2021-01-23,Number of deaths - last 24H,2
2021-01-24,Number of deaths - last 24H,2
2021-01-25,Number of deaths - last 24H,3
2021-01-26,Number of deaths - last 24H,4
2021-01-27,Number of deaths - last 24H,1
2021-01-28,Number of deaths - last 24H,2
2021-01-29,Number of deaths - last 24H,7
2021-01-30,Number of deaths - last 24H,8
2021-01-31,Number of deaths - last 24H,8
2021-02-01,Number of deaths - last 24H,3
2021-02-02,Number of deaths - last 24H,7
2021-02-03,Number of deaths - last 24H,5
2021-02-04,Number of deaths - last 24H,4
2021-02-05,Number of deaths - last 24H,7
2021-02-06,Number of deaths - last 24H,4
2021-02-07,Number of deaths - last 24H,8
2021-02-08,Number of deaths - last 24H,5
2021-02-09,Number of deaths - last 24H,9
2021-02-10,Number of deaths - last 24H,5
2021-02-11,Number of deaths - last 24H,5
2021-02-12,Number of deaths - last 24H,4
2021-02-13,Number of deaths - last 24H,5
2021-02-14,Number of deaths - last 24H,6
2021-02-15,Number of deaths - last 24H,7
2021-02-16,Number of deaths - last 24H,6
2021-02-17,Number of deaths - last 24H,6
2021-02-18,Number of deaths - last 24H,13
2021-02-19,Number of deaths - last 24H,8
2021-02-20,Number of deaths - last 24H,3
2021-02-21,Number of deaths - last 24H,2
2021-02-22,Number of deaths - last 24H,10
2021-02-23,Number of deaths - last 24H,5
2021-02-24,Number of deaths - last 24H,3
2021-02-25,Number of deaths - last 24H,4
2021-02-26,Number of deaths - last 24H,2
2021-02-27,Number of deaths - last 24H,5
2021-02-28,Number of deaths - last 24H,0
2021-03-01,Number of deaths - last 24H,7
2021-03-02,Number of deaths - last 24H,5
2021-03-03,Number of deaths - last 24H,7
2021-03-04,Number of deaths - last 24H,1
2021-03-05,Number of deaths - last 24H,5
2021-03-06,Number of deaths - last 24H,4
2021-03-07,Number of deaths - last 24H,4
2021-03-08,Number of deaths - last 24H,5
2021-03-09,Number of deaths - last 24H,5
2021-03-10,Number of deaths - last 24H,4
2021-03-11,Number of deaths - last 24H,4
2021-03-12,Number of deaths - last 24H,5
2021-03-13,Number of deaths - last 24H,5
2021-03-14,Number of deaths - last 24H,1
2021-03-15,Number of deaths - last 24H,1
2021-03-16,Number of deaths - last 24H,5
2021-03-17,Number of deaths - last 24H,2
2021-03-18,Number of deaths - last 24H,3
2021-03-19,Number of deaths - last 24H,1
2021-03-20,Number of deaths - last 24H,6
2021-03-21,Number of deaths - last 24H,1
2021-03-22,Number of deaths - last 24H,1
2021-03-23,Number of deaths - last 24H,5
2021-03-24,Number of deaths - last 24H,1
2021-03-25,Number of deaths - last 24H,2
2021-03-26,Number of deaths - last 24H,3
2021-03-27,Number of deaths - last 24H,1
2021-03-28,Number of deaths - last 24H,1
2021-03-29,Number of deaths - last 24H,2
2021-03-30,Number of deaths - last 24H,5
2021-03-31,Number of deaths - last 24H,0
2021-04-01,Number of deaths - last 24H,2
2021-04-02,Number of deaths - last 24H,3
2021-04-03,Number of deaths - last 24H,4
2021-04-04,Number of deaths - last 24H,4
2021-04-05,Number of deaths - last 24H,2
2021-04-06,Number of deaths - last 24H,5
2021-04-07,Number of deaths - last 24H,2
2021-04-08,Number of deaths - last 24H,3
2021-04-09,Number of deaths - last 24H,2
2021-04-10,Number of deaths - last 24H,2
2021-04-11,Number of deaths - last 24H,1
2021-04-12,Number of deaths - last 24H,2
2021-04-13,Number of deaths - last 24H,4
2021-04-14,Number of deaths - last 24H,0
2021-04-15,Number of deaths - last 24H,2
2021-04-16,Number of deaths - last 24H,4
2021-04-17,Number of deaths - last 24H,7
2021-04-18,Number of deaths - last 24H,2
2021-04-19,Number of deaths - last 24H,1
2021-04-20,Number of deaths - last 24H,2
2021-04-21,Number of deaths - last 24H,5
2021-04-22,Number of deaths - last 24H,5
2021-04-23,Number of deaths - last 24H,5
2021-04-24,Number of deaths - last 24H,4
2021-04-25,Number of deaths - last 24H,4
2021-04-26,Number of deaths - last 24H,2
2021-04-27,Number of deaths - last 24H,3
2021-04-28,Number of deaths - last 24H,8
2021-04-29,Number of deaths - last 24H,6
2021-04-30,Number of deaths - last 24H,6
2021-05-01,Number of deaths - last 24H,11
2021-05-02,Number of deaths - last 24H,9
2021-05-03,Number of deaths - last 24H,9
2021-05-04,Number of deaths - last 24H,13
2021-05-05,Number of deaths - last 24H,11
2021-05-06,Number of deaths - last 24H,14
2021-05-07,Number of deaths - last 24H,11
2021-05-08,Number of deaths - last 24H,19
2021-05-09,Number of deaths - last 24H,22
2021-05-10,Number of deaths - last 24H,15
2021-05-11,Number of deaths - last 24H,26
2021-05-12,Number of deaths - last 24H,23
2021-05-13,Number of deaths - last 24H,18
2021-05-14,Number of deaths - last 24H,24
2021-05-15,Number of deaths - last 24H,29
2021-05-16,Number of deaths - last 24H,20
2021-05-17,Number of deaths - last 24H,21
2021-05-18,Number of deaths - last 24H,19
2020-04-01,Number inward as at today-10 am,123
2020-04-02,Number inward as at today-10 am,124
2020-04-03,Number inward as at today-10 am,125
2020-04-04,Number inward as at today-10 am,129
2020-04-05,Number inward as at today-10 am,132
2020-04-06,Number inward as at today-10 am,137
2020-04-07,Number inward as at today-10 am,132
2020-04-08,Number inward as at today-10 am,138
2020-04-09,Number inward as at today-10 am,135
2020-04-10,Number inward as at today-10 am,133
2020-04-11,Number inward as at today-10 am,136
2020-04-12,Number inward as at today-10 am,137
2020-04-13,Number inward as at today-10 am,147
2020-04-14,Number inward as at today-10 am,152
2020-04-15,Number inward as at today-10 am,163
2020-04-16,Number inward as at today-10 am,166
2020-04-17,Number inward as at today-10 am,161
2020-04-18,Number inward as at today-10 am,160
2020-04-19,Number inward as at today-10 am,156
2020-04-20,Number inward as at today-10 am,167
2020-04-21,Number inward as at today-10 am,197
2020-04-22,Number inward as at today-10 am,199
2020-04-23,Number inward as at today-10 am,218
2020-04-24,Number inward as at today-10 am,254
2020-04-25,Number inward as at today-10 am,297
2020-04-26,Number inward as at today-10 am,333
2020-04-27,Number inward as at today-10 am,390
2020-04-28,Number inward as at today-10 am,447
2020-04-29,Number inward as at today-10 am,478
2020-04-30,Number inward as at today-10 am,503
2020-05-01,Number inward as at today-10 am,501
2020-05-02,Number inward as at today-10 am,511
2020-05-03,Number inward as at today-10 am,516
2020-05-04,Number inward as at today-10 am,523
2020-05-05,Number inward as at today-10 am,550
2020-05-06,Number inward as at today-10 am,547
2020-05-07,Number inward as at today-10 am,556
2020-05-08,Number inward as at today-10 am,575
2020-05-09,Number inward as at today-10 am,571
2020-05-10,Number inward as at today-10 am,517
2020-05-11,Number inward as at today-10 am,511
2020-05-12,Number inward as at today-10 am,494
2020-05-13,Number inward as at today-10 am,498
2020-05-14,Number inward as at today-10 am,461
2020-05-15,Number inward as at today-10 am,439
2020-05-16,Number inward as at today-10 am,406
2020-05-17,Number inward as at today-10 am,413
2020-05-18,Number inward as at today-10 am,413
2020-05-19,Number inward as at today-10 am,414
2020-05-20,Number inward as at today-10 am,434
2020-05-21,Number inward as at today-10 am,415
2020-05-22,Number inward as at today-10 am,426
2020-05-23,Number inward as at today-10 am,399
2020-05-24,Number inward as at today-10 am,406
2020-05-25,Number inward as at today-10 am,437
2020-05-26,Number inward as at today-10 am,460
2020-05-27,Number inward as at today-10 am,577
2020-05-28,Number inward as at today-10 am,714
2020-05-29,Number inward as at today-10 am,766
2020-05-30,Number inward as at today-10 am,767
2020-05-31,Number inward as at today-10 am,809
2020-06-01,Number inward as at today-10 am,811
2020-06-02,Number inward as at today-10 am,809
2020-06-03,Number inward as at today-10 am,836
2020-06-04,Number inward as at today-10 am,899
2020-06-05,Number inward as at today-10 am,928
2020-06-06,Number inward as at today-10 am,899
2020-06-07,Number inward as at today-10 am,862
2020-06-08,Number inward as at today-10 am,834
2020-06-09,Number inward as at today-10 am,789
2020-06-10,Number inward as at today-10 am,726
2020-06-11,Number inward as at today-10 am,708
2020-06-12,Number inward as at today-10 am,670
2020-06-13,Number inward as at today-10 am,617
2020-06-14,Number inward as at today-10 am,586
2020-06-15,Number inward as at today-10 am,536
2020-06-16,Number inward as at today-10 am,523
2020-06-18,Number inward as at today-10 am,492
2020-06-19,Number inward as at today-10 am,490
2020-06-20,Number inward as at today-10 am,467
2020-06-21,Number inward as at today-10 am,441
2020-06-22,Number inward as at today-10 am,413
2020-06-23,Number inward as at today-10 am,392
2020-06-24,Number inward as at today-10 am,418
2020-06-25,Number inward as at today-10 am,388
2020-06-26,Number inward as at today-10 am,380
2020-06-27,Number inward as at today-10 am,364
2020-06-28,Number inward as at today-10 am,361
2020-06-29,Number inward as at today-10 am,348
2020-06-30,Number inward as at today-10 am,320
2020-07-01,Number inward as at today-10 am,288
2020-07-02,Number inward as at today-10 am,216
2020-07-03,Number inward as at today-10 am,192
2020-07-04,Number inward as at today-10 am,173
2020-07-05,Number inward as at today-10 am,160
2020-07-06,Number inward as at today-10 am,148
2020-07-07,Number inward as at today-10 am,111
2020-07-08,Number inward as at today-10 am,103
2020-07-09,Number inward as at today-10 am,104
2020-07-10,Number inward as at today-10 am,359
2020-07-11,Number inward as at today-10 am,463
2020-07-12,Number inward as at today-10 am,519
2020-07-13,Number inward as at today-10 am,625
2020-07-14,Number inward as at today-10 am,647
2020-07-15,Number inward as at today-10 am,653
2020-07-16,Number inward as at today-10 am,656
2020-07-17,Number inward as at today-10 am,664
2020-07-18,Number inward as at today-10 am,663
2020-07-19,Number inward as at today-10 am,658
2020-07-20,Number inward as at today-10 am,672
2020-07-21,Number inward as at today-10 am,671
2020-07-22,Number inward as at today-10 am,655
2020-07-23,Number inward as at today-10 am,664
2020-07-24,Number inward as at today-10 am,648
2020-07-25,Number inward as at today-10 am,650
2020-07-26,Number inward as at today-10 am,653
2020-07-27,Number inward as at today-10 am,650
2020-07-28,Number inward as at today-10 am,498
2020-07-29,Number inward as at today-10 am,482
2020-07-30,Number inward as at today-10 am,467
2020-07-31,Number inward as at today-10 am,412
2020-08-01,Number inward as at today-10 am,365
2020-08-02,Number inward as at today-10 am,290
2020-08-03,Number inward as at today-10 am,295
2020-08-04,Number inward as at today-10 am,293
2020-08-05,Number inward as at today-10 am,286
2020-08-06,Number inward as at today-10 am,287
2020-08-07,Number inward as at today-10 am,264
2020-08-08,Number inward as at today-10 am,252
2020-08-09,Number inward as at today-10 am,251
2020-08-10,Number inward as at today-10 am,240
2020-08-11,Number inward as at today-10 am,238
2020-08-12,Number inward as at today-10 am,231
2020-08-13,Number inward as at today-10 am,224
2020-08-14,Number inward as at today-10 am,213
2020-08-15,Number inward as at today-10 am,209
2020-08-16,Number inward as at today-10 am,209
2020-08-17,Number inward as at today-10 am,206
2020-08-18,Number inward as at today-10 am,134
2020-08-19,Number inward as at today-10 am,131
2020-08-20,Number inward as at today-10 am,126
2020-08-21,Number inward as at today-10 am,118
2020-08-22,Number inward as at today-10 am,132
2020-08-23,Number inward as at today-10 am,130
2020-08-24,Number inward as at today-10 am,130
2020-08-25,Number inward as at today-10 am,131
2020-08-26,Number inward as at today-10 am,140
2020-08-27,Number inward as at today-10 am,142
2020-08-28,Number inward as at today-10 am,132
2020-08-29,Number inward as at today-10 am,128
2020-08-30,Number inward as at today-10 am,123
2020-08-31,Number inward as at today-10 am,132
2020-09-01,Number inward as at today-10 am,180
2020-09-02,Number inward as at today-10 am,197
2020-09-03,Number inward as at today-10 am,200
2020-09-04,Number inward as at today-10 am,192
2020-09-05,Number inward as at today-10 am,185
2020-09-06,Number inward as at today-10 am,184
2020-09-07,Number inward as at today-10 am,185
